;Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Unnamed: 7
6278;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;2;Small_fish;124;397;155;409;
6366;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;3;Small_fish;62;349;109;363;
6411;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;4;Small_fish;58;326;86;337;
6446;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;5;Small_fish;20;419;50;429;
6568;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;10;Starfish;417;462;476;530;
6590;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;7;Small_fish;68;437;112;453;
6709;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;12;Crab;557;476;597;506;
6758;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;15;Small_fish;8;494;44;509;
6818;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;16;Small_fish;46;436;71;450;
6841;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0094.png;18;Small_fish;0;384;18;397;
17188;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0246.png;19;Fish;611;388;869;539;
7208;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;1;Starfish;398;476;469;534;
7508;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;3;Crab;597;426;640;456;
7814;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;5;Small_fish;43;370;104;385;
8028;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;6;Small_fish;76;430;138;446;
8180;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;7;Small_fish;23;412;81;436;
8400;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;9;Small_fish;33;345;94;376;
8582;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;11;Small_fish;0;450;51;472;
8739;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0158.png;12;Small_fish;0;496;49;521;
58;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0061.png;21;Starfish;592;382;638;418;
126;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0061.png;22;Small_fish;705;118;752;155;
207;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0061.png;23;Crab;543;263;577;293;
319;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0061.png;24;Crab;379;307;413;337;
431;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0061.png;25;Crab;484;289;512;309;
543;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0061.png;26;Crab;628;381;652;404;
11948;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;3;Starfish;431;459;475;505;
12078;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;6;Small_fish;690;356;753;410;
12177;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;8;Small_fish;584;388;640;443;
12231;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;1;Crab;513;491;547;525;
12313;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;7;Small_fish;570;412;625;502;
12403;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;9;Small_fish;667;421;731;499;
12575;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;10;Small_fish;788;446;812;484;
12576;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;12;Small_fish;534;497;584;545;
12632;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;13;Small_fish;608;431;625;482;
12699;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;15;Small_fish;620;414;681;465;
12734;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;16;Small_fish;729;414;784;452;
12783;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;18;Small_fish;589;482;652;525;
12898;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0251.png;19;Small_fish;760;369;822;398;
24949;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0041.png;7;Crab;385;307;435;331;
25068;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0041.png;8;Jellyfish;128;190;151;211;
15262;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0168.png;16;Fish;245;209;300;237;
15466;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0095.png;12;Crab;561;453;646;516;
1254;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0085.png;28;Small_fish;218;183;361;220;
1390;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0085.png;29;Small_fish;325;441;350;454;
1571;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0085.png;30;Small_fish;532;527;578;539;
1750;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0085.png;32;Small_fish;513;444;553;460;
23438;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0109.png;8;Starfish;540;477;636;539;
23569;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0109.png;9;Crab;493;490;541;539;
19706;2019-03-06_22-01-00to2019-03-06_22-01-09_1-0009.png;32;Crab;683;407;721;429;
5433;2019-03-06_22-24-20to2019-03-06_22-24-31_1-0112.png;27;Shrimp;1;311;100;363;
3599;2019-03-06_22-00-43to2019-03-06_22-00-51_1-0047.png;18;Shrimp;25;0;78;112;
15405;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0034.png;12;Crab;593;468;682;539;
23381;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0052.png;8;Starfish;540;477;636;539;
23512;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0052.png;9;Crab;497;479;548;524;
16534;2019-02-20_19-19-23to2019-02-20_19-19-40_1-0148.png;4;Fish;168;170;396;327;
1263;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0094.png;28;Small_fish;328;159;465;211;
1399;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0094.png;29;Small_fish;324;446;347;459;
1580;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0094.png;30;Small_fish;534;527;580;539;
1759;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0094.png;32;Small_fish;509;444;550;460;
11942;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;3;Starfish;431;459;475;505;
12072;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;6;Small_fish;689;355;752;409;
12171;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;8;Small_fish;594;384;643;438;
12225;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;1;Crab;513;490;548;526;
12307;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;7;Small_fish;561;426;613;503;
12397;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;9;Small_fish;657;440;726;505;
12533;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;10;Small_fish;788;446;812;484;
12565;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;12;Small_fish;534;494;586;542;
12626;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;13;Small_fish;591;437;609;491;
12693;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;15;Small_fish;619;409;687;457;
12728;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;16;Small_fish;729;409;781;454;
12777;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;18;Small_fish;602;487;666;531;
12892;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0245.png;19;Small_fish;763;372;826;403;
18235;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0144.png;31;Starfish;547;488;575;521;
18236;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0144.png;33;Starfish;213;498;286;539;
18237;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0144.png;32;Starfish;174;472;228;519;
5956;2019-02-20_19-40-26to2019-02-20_19-40-35_1-0058.png;2;Small_fish;61;196;89;253;
11106;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;1;Small_fish;0;487;43;531;
11213;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;3;Small_fish;57;401;121;470;
11358;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;6;Small_fish;15;421;106;470;
11432;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;7;Small_fish;139;399;222;446;
11488;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;10;Small_fish;137;482;234;522;
11516;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;11;Small_fish;69;476;143;542;
11535;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;12;Small_fish;81;455;152;496;
11544;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0116.png;13;Small_fish;167;492;226;529;
17730;2019-02-22_22-21-31to2019-02-22_22-21-44_1-0048.png;12;Fish;534;0;625;34;
19137;2019-02-22_22-22-06to2019-02-22_22-22-14_1-0081.png;14;Fish;268;454;563;539;
19468;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0114.png;6;Fish;571;357;680;424;
23064;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0095.png;10;Starfish;448;247;491;287;
23134;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0095.png;11;Crab;746;224;781;269;
24894;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0090.png;23;Jellyfish;347;0;388;17;
5284;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0059.png;14;Starfish;407;502;481;539;
5355;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0059.png;15;Shrimp;59;380;113;413;
19036;2019-02-22_22-21-06to2019-02-22_22-21-16_1-0060.png;11;Fish;86;217;201;320;
22392;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0078.png;16;Crab;496;463;524;498;
22531;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0078.png;17;Crab;584;386;639;419;
23026;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0057.png;10;Starfish;448;247;491;287;
23096;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0057.png;11;Crab;1;216;92;317;
1239;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0070.png;28;Small_fish;86;200;195;239;
1375;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0070.png;29;Small_fish;329;432;351;445;
1556;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0070.png;30;Small_fish;539;528;578;539;
1741;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0070.png;32;Small_fish;517;443;556;460;
13379;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;1;Small_fish;232;156;288;178;
13423;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;4;Small_fish;222;205;278;248;
13519;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;9;Small_fish;236;201;273;225;
13613;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;10;Small_fish;264;270;315;297;
13697;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;3;Small_fish;266;291;326;329;
13796;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;5;Small_fish;271;151;341;198;
13897;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;11;Small_fish;212;282;260;323;
13997;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;13;Small_fish;347;284;397;317;
14095;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;14;Small_fish;328;327;383;357;
14230;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;17;Starfish;540;490;620;539;
14330;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;18;Small_fish;402;133;477;154;
14420;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;21;Small_fish;340;64;391;86;
14520;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;23;Small_fish;316;243;386;275;
14615;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;24;Small_fish;400;165;475;181;
14715;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;25;Small_fish;405;291;464;316;
14808;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;26;Small_fish;262;325;318;355;
14891;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;28;Small_fish;405;211;472;249;
14934;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;29;Small_fish;297;312;327;326;
14994;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0062.png;30;Small_fish;298;219;360;245;
23425;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0096.png;8;Starfish;540;477;636;539;
23556;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0096.png;9;Crab;495;485;541;538;
25138;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0037.png;20;Starfish;451;149;519;218;
19871;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0044.png;30;Starfish;408;512;489;539;
20081;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0044.png;31;Crab;441;284;493;309;
24462;2019-03-21_00-58-45to2019-03-21_00-58-55_1-0083.png;24;Jellyfish;288;328;322;370;
23055;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0086.png;10;Starfish;448;247;491;287;
23125;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0086.png;11;Crab;681;213;731;284;
22316;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0002.png;16;Crab;496;463;524;498;
22455;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0002.png;17;Crab;630;391;684;426;
17708;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0173.png;36;Crab;438;458;478;518;
12917;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0019.png;1;Starfish;436;460;475;504;
13043;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0019.png;2;Crab;481;447;523;492;
13170;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0019.png;4;Small_fish;652;477;703;494;
13202;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0019.png;5;Small_fish;578;473;625;490;
7304;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;1;Starfish;399;482;470;535;
7604;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;3;Crab;599;419;635;445;
7910;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;5;Small_fish;0;430;30;442;
8276;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;7;Small_fish;0;383;40;395;
8496;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;9;Small_fish;0;337;31;351;
8678;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;11;Small_fish;0;476;53;493;
8919;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;16;Small_fish;0;383;54;402;
9047;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0254.png;19;Small_fish;0;447;66;474;
18688;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0074.png;13;Crab;503;441;581;494;
18862;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0074.png;14;Fish;460;370;498;421;
2884;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0006.png;21;Crab;652;429;689;472;
3090;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0006.png;22;Crab;559;509;633;539;
3295;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0006.png;23;Crab;481;401;515;426;
18116;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0094.png;31;Starfish;547;488;575;521;
18117;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0094.png;33;Starfish;213;498;286;539;
18476;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0144.png;2;Starfish;554;411;630;528;
15609;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0070.png;8;Fish;236;414;431;539;
16581;2019-02-20_19-19-23to2019-02-20_19-19-40_1-0195.png;4;Fish;0;387;138;536;
15553;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0182.png;12;Crab;533;442;608;504;
15826;2019-02-22_22-19-45to2019-02-22_22-19-53_1-0043.png;21;Fish;423;39;483;124;
15916;2019-02-22_22-19-45to2019-02-22_22-19-53_1-0043.png;27;Starfish;415;503;491;539;
23347;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0018.png;8;Starfish;540;477;636;539;
23478;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0018.png;9;Crab;499;471;558;508;
6006;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0003.png;1;Starfish;553;484;629;539;
777;2019-03-21_00-26-58to2019-03-21_00-27-06_1-0056.png;6;Shrimp;125;245;180;303;
22404;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0090.png;16;Crab;496;463;524;498;
22543;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0090.png;17;Crab;583;384;638;417;
18784;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0170.png;13;Crab;448;453;526;516;
18958;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0170.png;14;Fish;401;417;445;462;
17272;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0330.png;19;Fish;523;207;707;325;
25395;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0114.png;16;Starfish;434;292;474;328;
16094;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0095.png;6;Fish;191;269;309;330;
16523;2019-02-20_19-19-23to2019-02-20_19-19-40_1-0137.png;4;Fish;246;133;459;265;
17205;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0263.png;19;Fish;758;428;907;539;
15731;2019-03-19_11-42-56to2019-03-19_11-43-14_1-0168.png;24;Fish;72;91;236;227;
24966;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0058.png;7;Crab;382;308;433;332;
25085;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0058.png;8;Jellyfish;91;325;118;356;
19360;2019-02-20_19-18-56to2019-02-20_19-19-06_1-0068.png;25;Fish;198;39;299;119;
11607;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0071.png;1;Small_fish;322;492;383;542;
11656;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0071.png;4;Small_fish;206;488;315;533;
11675;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0071.png;6;Small_fish;470;435;545;504;
11690;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0071.png;7;Small_fish;488;482;550;546;
12915;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0017.png;1;Starfish;436;460;475;504;
13041;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0017.png;2;Crab;483;448;520;488;
13168;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0017.png;4;Small_fish;655;474;703;489;
13200;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0017.png;5;Small_fish;580;472;627;489;
6120;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0117.png;1;Starfish;553;484;629;539;
19969;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0142.png;30;Starfish;408;512;489;539;
20179;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0142.png;31;Crab;329;286;376;318;
82;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0085.png;21;Starfish;592;382;638;418;
231;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0085.png;23;Crab;542;264;576;294;
343;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0085.png;24;Crab;379;307;414;337;
455;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0085.png;25;Crab;484;289;512;309;
567;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0085.png;26;Crab;631;392;655;415;
3741;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0157.png;33;Small_fish;569;427;624;448;
3924;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0157.png;42;Small_fish;410;366;448;416;
4126;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0157.png;43;Starfish;546;487;613;539;
6268;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;2;Small_fish;101;390;132;402;
6356;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;3;Small_fish;46;333;96;348;
6401;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;4;Small_fish;36;316;64;328;
6436;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;5;Small_fish;9;403;39;416;
6470;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;7;Small_fish;76;418;116;442;
6558;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;10;Starfish;417;462;476;530;
6699;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;12;Crab;557;476;597;506;
6748;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;15;Small_fish;0;484;29;499;
6808;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0084.png;16;Small_fish;32;432;62;448;
16427;2019-02-22_23-58-37to2019-02-22_23-58-49_1-0100.png;18;Fish;475;289;596;372;
19030;2019-02-22_22-21-06to2019-02-22_22-21-16_1-0054.png;11;Fish;30;262;144;359;
24372;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0098.png;17;Starfish;417;392;463;423;
15575;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0204.png;12;Crab;533;442;608;504;
20525;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0020.png;33;Crab;716;389;769;409;
20690;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0020.png;34;Crab;737;410;781;443;
20854;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0020.png;35;Crab;738;493;777;527;
21018;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0020.png;36;Crab;797;506;833;537;
25204;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0103.png;20;Starfish;451;149;519;218;
18377;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0042.png;2;Starfish;554;411;647;530;
18515;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0183.png;2;Starfish;554;411;630;528;
19409;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0038.png;6;Fish;642;420;706;484;
24312;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0038.png;17;Starfish;417;392;463;423;
7191;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;1;Starfish;398;476;469;534;
7491;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;3;Crab;597;431;638;459;
7797;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;5;Small_fish;74;394;128;416;
8011;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;6;Small_fish;87;440;146;463;
8163;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;7;Small_fish;20;407;85;433;
8335;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;8;Small_fish;0;401;24;414;
8383;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;9;Small_fish;20;370;78;406;
8525;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;10;Small_fish;0;487;44;506;
8565;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;11;Small_fish;0;465;58;493;
8722;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0141.png;12;Small_fish;0;505;41;525;
18722;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0108.png;13;Crab;477;440;565;508;
18896;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0108.png;14;Fish;463;380;504;438;
24877;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0073.png;23;Jellyfish;321;16;356;44;
19034;2019-02-22_22-21-06to2019-02-22_22-21-16_1-0058.png;11;Fish;66;232;182;336;
5273;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0048.png;14;Starfish;407;502;481;539;
5344;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0048.png;15;Shrimp;0;381;55;421;
3957;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0190.png;42;Small_fish;439;396;476;450;
4159;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0190.png;43;Starfish;546;487;613;539;
4189;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0190.png;44;Small_fish;474;500;502;519;
22345;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0031.png;16;Crab;496;463;524;498;
22484;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0031.png;17;Crab;621;387;671;416;
25140;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0039.png;20;Starfish;451;149;519;218;
18403;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0068.png;2;Starfish;554;411;647;530;
18543;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0068.png;4;Fish;12;433;166;516;
24559;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0017.png;1;Starfish;699;437;794;514;
17771;2019-02-22_22-21-31to2019-02-22_22-21-44_1-0089.png;12;Fish;200;183;302;255;
1934;2019-03-21_00-29-09to2019-03-21_00-29-17_1-0073.png;9;Small_fish;385;355;420;374;
101;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0104.png;21;Starfish;592;382;638;418;
250;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0104.png;23;Crab;539;264;573;294;
362;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0104.png;24;Crab;379;307;414;337;
474;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0104.png;25;Crab;477;289;505;309;
586;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0104.png;26;Crab;636;399;657;422;
11103;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;1;Small_fish;0;493;41;547;
11210;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;3;Small_fish;70;401;126;451;
11355;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;6;Small_fish;20;438;110;479;
11429;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;7;Small_fish;129;415;221;459;
11485;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;10;Small_fish;150;485;244;524;
11513;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;11;Small_fish;88;475;164;540;
11532;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0113.png;12;Small_fish;77;462;140;498;
1946;2019-03-21_00-29-09to2019-03-21_00-29-17_1-0085.png;9;Small_fish;483;364;500;388;
17240;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0298.png;19;Fish;740;353;933;499;
22333;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0019.png;16;Crab;496;463;524;498;
22472;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0019.png;17;Crab;626;386;678;421;
38;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0040.png;21;Starfish;592;382;638;418;
186;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0040.png;23;Crab;543;263;577;293;
298;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0040.png;24;Crab;379;307;413;337;
410;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0040.png;25;Crab;485;289;513;309;
522;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0040.png;26;Crab;627;362;651;385;
2076;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0104.png;19;Fish;579;393;645;428;
24895;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0091.png;23;Jellyfish;349;0;390;17;
24881;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0077.png;23;Jellyfish;324;10;365;38;
22381;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0067.png;16;Crab;496;463;524;498;
22520;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0067.png;17;Crab;589;379;637;408;
